clean_text,sentiment
hayırlı aksamlar sayın müdürüm ben çocuk esirgeme kurumunda kalıp milli eğitim bakanlığın da çalışıyorum ancak sayılı kanun ile hizmetli memurluktan memurluğa atamamız yapılmadı yardımınızı talep ediyoruz,Neutral
merhaba alüminyum doğrama işleri yapan esnafız kdv için tevkifat diye bir şey çıkardınız bizi perişan ediyor bizim günahımız ne alüminyum profil alıyoruz hemen akabinde kdv nin yarısını ödüyoruz ama paramız olmadığı için ödeyemiyoruz çünkü biz paramızı ay,Negative
en kısa zamanda toplu bir şekilde çıkıp bir miting düzenleyip sahaya inmezseniz en fazla arada toplanıp gün yaparsınız milletin anası ağlamış ortada muhalefet yok,Negative
pirom allah rahmet eylesin seni seviyoruz,Positive
ne denir artik bilmiyorum ne yapiyorsunuz,Negative
senden aldigim paralar gūnahi yeni çikiyor lanet olsun sana doymak bilmiyormusun şerefsiz,Negative
sizin yıllardır gidemediğiniz vana gitti memur maaşlarına gitmedi zahmet olmazsa bir vana gidin de görün deprem sonrası halini,Negative
n bu ülkenin bizlerede ihtyacı var,Negative
sayın başbakanım allah aşkına siz vana geldiğinizde ak parti van teşkilatı bizden adet anons aracı kiraladı hafta siz geleceksiniz vanımıza diye anons yaptık şimdi paramızı vermiyor ben şöfürlerin ve araçların parasını cebimden verdim çok mağdurum resmen hakkımızı yiyorlar,Negative
hak isteyenlerin değil güç isteyenlerin partisi olmuş,Negative
imar affii için mujde diyerek kasalar doldurdunuz deprem bölgesinde tl dağıtcak kadar yaşlandin mi sayın cumhurbaşkanım,Negative
amerikanın en büyük camiisi dünyanın da en büyük külliyesiymiş allahına kurban reis,Positive
ın hayrınada bişeyler çta park karın doyurmuyor,Negative
tv de haberleri izlerken chp gnl bşk by kemali gördü ne diyor bu sümüklü böcek dedi çok sesli güldüm buna,Negative
sen demi istifa edeceksin,Negative
adamsın solo,Positive
chp gündür hayır desinler diye reklam yaptı şimdi başvurduğu her yer hayır deyince kızıyor möööööööö,Negative
çevreye duyarlı nesiller yetiştirmek için bin kemik kitle öğretmen ataması gereklidir sayın bakanim,Neutral
sizler gercektende acinacak gözlerinin icine bakarak yalanla dogrulari carpitmakla hayatiniz geciyor,Negative
yalova seni sever,Positive
bana kalırsa en ağır buhranı chp nin ta kendisi yaşıyor aynı şeyleri deneyerek farklı sonuç almayacağınızı hala anlamadınız bu arada ne kadar demokrat olduğunuzu mikrofon ve yayın engellemeyle gördük sahi sizde başka adaymı yok yoksa sizin diktatörlük mü var,Negative
akliniz gençlikde kalmasın atatürkün izindeyiz biz,Positive
sonsuz tesekkürler ve,Positive
allah belanızı versin,Negative
seventeenin super şarkısından ne istediniz,Negative
kalkta gor mhp kimlerin ellerinde,Negative
bizlerde başarılar diliyoruz,Positive
milletim var olsun başkanımız var olsun vatanimiz daimaa emindir,Positive
milliyetçi hareket partisi varsa umut vardır milliyetçi hareket partisi varsa huzur vardır,Positive
kendine sövüyon mu yoksa iltifat mı ediyon bi karar ver artık,Negative
e paris olmuştur orası,Positive
sayin devlet büyüklerim ülke tv de bir programda turgay bey geçmiş zamanin hem görsel hem ses olarak izi kaliyor demişlerdi,Neutral
yasayla ilgili ne düşünüyorsunuz,Neutral
iyi şeyler olacak insallah,Positive
önce bi çekil aradan ne dersin,Negative
memurunsesiol kamuda çalışan bin yardimci hizmetler sinifi kaldırılmalıdır çünkü görev tanimi yok görevde yükselme sinavi yok ek gösterge yok kariyer ve liyakat yok yok yok en kısa zamanda yardımcı hizmetler sınıfı kaldırılmalıdır,Negative
hak yeniyor yıllardır bu tiyatroyu seyrettirmeyin ayıptır günahtır artık,Negative
hanifi avcı kesinleşmiş cezası oldugu halde basın da boy gösteriyor artı örgütten ikiz bebegi olan bayan yıldır boy gös,Negative
akpyi vatan haini ilan edip divani harbe yapip saraya tam yeni türkiye,Negative
sokak aralarında araba ile gezerken müziğin sesini sonuna kadar açan terbiyesizlerin şikayet edilebileceği bir makam varmı türkiyede böyle bir makam ve şikayet sistemi olmaması büyük eksiklik bir bilginiz varsa cevaplayabilirmisiniz teşekkürler,Negative
kadro diye bize bit elemanlıgı verıldı yanı resmı taseron olduk bızımde size yerel secımlerde cvbımız olucak bın bıt elemanı demek bucuk mılyom oy demek gerisini siz dusunun norm kadro vermezsenız,Negative
bu haberler çok geliyor,Neutral
bizde sizi suriye mısır israil ve türkiye cumhuriyeti devleti ile ilgili tutumunuzu kınıyoruz,Negative
geleceğinizin teminatı gençlik hükümetimizden akp iktidarından istiyor,Neutral
başılar cumhur başkanım reisim,Positive
stiyoruz müjdeli haberleri biz ve bizim ailelerimiz umutla bekliyor,Positive
millet olarak allah yar ve yardimcimiz olsun amin,Positive
playmaker kılıçdaroğlu içlerinden kazıyarak geçti,Positive
uzun adam ömrünü ülkesi için feda eden bir yiğit var karşımızda yolun bahtın açık olsun allahın yardımı senin ülkemizin üzerine olsun amin ecmain,Positive
allah razı olsun başkanım liler olarak bizde kutlarız lütfen gündem saygılarımla,Positive
akp ye gitselermis size niye gelmişler ki,Negative
ulan soruyonda darbeden tahliye olanlar teşekkür etmeyince niye sızlanıyon çakma hırsız halife,Negative
terörle mücadelede yaralanip da gazi sayilmayan magdur gazilerimizi neden görmezden gelirsiniz bu mağdur gazilerimiz bu vatanin evladi değilmi unutmayın ki gazilik santimle ölçülmez esas ayrımcılığı siz bakanlıklar yapiyor bir kısmına gazilik verilirken bir kismina verilmiyor,Negative
merak etmeyin cennettin en güzel yerinde sevenlerini bekliyor,Positive
yerli ve milli yatırım olan bu tesislere ilgili teşviklerinizi bekliyoruz,Positive
belediye iştirak şirketi çalışanlarına ayrımsız kadro istiyoruz efendim,Neutral
nin belediye başkan adayları seçim zamanı ve sonrasında halkımızla iletişim halinde kalabilmek için mesaj özelliğini açık bırakın size her konuda en çok yararlı olacak yer buradan alacağınız veriler vekilimiz gibi olun bu sosyal mecrayı kullanın,Positive
gıda terörü çığ gibi büyüyor,Negative
insanlara laf anlatamadığımız zamanlarda insanlara şiddet mi uygulayalım yani siz onaylarsanız sorun yok,Negative
hayırlı iftarlar başbakanımız,Positive
sen bu milletin bireyi değilmisin bu vasıflar her bir bireyde olmassa milletten bahsedemessin,Negative
gerçekte adalet yürüyüşüne çıkanları psikologlara götürmekçünkü hastalarneyin gerçek neyin hayali olduğunu anlayamı psikozdur,Negative
uzaya erişmekuzay araçlarınıuydularımızıuzay madenciliğiniuzay araştırmalarını ilerletmek istiyorsaksavunma sanayinde güçlenmek istiyorsak yerli roket üre,Positive
korona vaka sayılarının yükseldiği bu dönemde seminer mi gerekliydi madem okulların açılma tarihi ertelendiseminerlerin bu yıl tam iptal edilmesi gerekirdi öğretmenlerin sağlığı bu kadar mı değersiz sizce yanlış bir karar verdiniz,Negative
aslanlar gibi git görevden gideceksen bey bu adamın direttiği yanlış politika ile gitme,Negative
israil ile anlaşmaları iptal et manavgat suyunu israile veriyorsun vermekürecik üssünü israil için kurdun kapatyahudi cesaret madalyası var üzerindebop eşbaşkanlığını bırakufff ne kadarçok israille alakalı icraatların varmışunutmadan konyada eğitilen israil pilotlarını eğitme,Negative
tv ekranlarında maske konusunda bilende konuşuyor nefesini çene hizasindan aldigin sürece hastalik devam eder,Negative
kiralama daha kazançlı,Neutral
böyle saçmalıklarla mersin ve antalya kaybedildi zamanında,Negative
rabbim ordumuzu devletimizi vatanimizi korusun,Positive
ekteki resimde görülen cümle ile ilgili bilgi verirmisiniz,Neutral
sen busun kemal ler alemi işın koklamak iz sürmek,Negative
senin bayramında mübarek olsun reis ellerininzden öperim,Positive
reis neden dali mahkumu görmüyorsunuz evde ekmek yok ateş yik soba yok bizleri olume terk etiniz secim geldi yil var bize destek olun bizde seninle olalim reis akp geç kaliyor bu adli mahkum için,Negative
allah ordumuzu korusun güç kuvvet versin daima muvaffak ve muzaffer eylesin,Positive
biraz utansaydiniz,Negative
hatay il sağlık değişim şarttır elzemdir gözünü işçilere diken yönetim ve heran istifa edecek binlerce çalışan karşı karşıya kalmıştır,Negative
yapmayacaginiz vaadlerde bulunmazsiniz inşallah basarilar olsun,Positive
reis yakişani yap ver artik eyt linin gasp edilen hakkini ver ki alkiş tutalim,Negative
şkanım lütfen ama lütfen bilişim öğretmnelerine artık şubatta kadro projesi bizi bekliyor,Neutral
işkurla çalışmak için adam alınıyor orda bile evli çocukları olan yaş üstüne emekliliğine az kalanlara verilmesi gerek zaten genç yaşa kadar bütün sektörler iş veriyor sorun bizim gibi yaş üstünde şu anda en sıkıntılı durum bizde saygılar,Negative
reis ben senden başka kimseye oy kullanmadım şükür kullanmayacağım da yıl çalıştı oldumşu an aldığım emekli maaşım stent kadrosundan alibeyköyden beylikdüzüne gidiyorum çalış git gel saat yapabilirim,Positive
bir gü devletin yaninda durabilirmisin sosyalizm mataryalizm leninizm kominizm hepsinin fikir babasi darvinizm he,Negative
sayin cumhurbaskanim vekil torbayasada vergide matrah artirimi sicil affi yola devam saygilar,Neutral
kusura bakmayında hala oy için önüne gelen çıkarcı insanlar bazı kademelere yapmanız gereken en iyi icraat gerçek vatan severlere ulaşmak olmalı,Negative
zincir marketlerin tedarikçilerimizle yazışmamız delil sayılamaz açıklamasına binanen yapmış oldukları açıklama itiraf kabul edilerek halkın cebinden haksız kazanç elde ettikleri için haklarında ceza davasi açılmasını talep ediyorum,Negative
özel yetkili mahkeme kararları iptal edilsin yeniden yargılama olsun,Neutral
duyun sesimizi bin belediye şirket işçisi kadro bekliyor belediye şirket işçilerini de kapsayacak bir düzenleme kadro istiyoruz iş güvencesi yok özlük haklar yok yok yok yok bit kadro değildir taşerona kadro verilmedi,Negative
yazıklar olsun sizin yöneteceğiniz partiye yazıklar olsun yıllarca mecburen oy verdik şu ekonomik krizde bile iktidara alternatif olamıyorsunuz,Negative
çok güzel genel başkanınızı mükemmelen tarif ve tasvir etmiş bu konuda haklısın kılıçdaroğlu tarifini çok beğendim tam da dediğin gibi işte,Positive
farkmı yaratmak istiyorsunuz işsizim ve zaman tü gidecek elden bana ulaşın,Negative
azcık muhalefet etmeyi öğrenin be,Negative
yani tomalar fikrinizin olmadigi icinmi devreye giriyorcozum icin siddeti tek yol olarak ondanmi goruyorsunuz,Negative
sayın bakanım jeoloji mühendisleri atama bekliyoruz,Neutral
sınırı kalmayan ülkenin silahlı kuvvetleri de bir işe yaramaz önce vatan için önce sınır,Neutral
sonrasi atanan öğretmenler üvey evlat mi,Negative
bunlara bakıp ta gurur duymuyorsan kanından şüphe ederim,Positive
allahın rahmeti üzerine olsun makamı cennet olsun,Positive
reis elinin tersiyle vurdu mu ne esed kalır ne rusya,Positive
fizyoterapistler kanser rehabilitasyonu hususunda uzmandı maalesef sizin yüzünüzdn kanser hastaları rehabilite edilmio,Negative
ancak müminler kardeştir allah birlik beraberliğimizi daim etsin,Positive
geliyor gelmekte olan,Positive
ben orhan aksu osmaniye ilinde ikamet etmekteyim yaşında birkiz çocuğum var bundan ay önce kızıma istismar yapmaya çalışırken kacamadan yakalanan süleyman sırrı çenet ve ailesi beni davamı çekmem için ölümle tehdit edip ilk duruşmada beni ve ailemi darp etmişlerdir,Negative
ohhh suyundan da koy ak partinin kullanıp attığı peçetelerle ağzını siliyor,Negative
iyiki ahiret ımız yüğdurları adaletbekliyor,Positive
herşey yeni türkiye için,Positive
şişli yalova bir iki siz bide bunu sorun ikiyüzlü ler,Negative
bu millete rahatlık batıyor sizin iktidarınızda biz tüp kuyruklarında bekliyorduk,Negative
kemal kemal alan genişherkese iki anahtar verecem de,Negative
gecti borun pazari,Negative
türk bayrağı espiri yapılabilecek bir bayrak değil dir tabi sizin için bir anlam ifade etmediği için bunu anlayamaz sınız ha bir de unutmadan siz daha partiniz deki taciz ve tecavüz leri telafi edemediniz kemal bey,Negative
çocukları cinsiyetine göre ayırmak değil onlara olanaklar sağlamaktır amaçbu gurur laik eğitimin sonucudur,Positive
dilinize yüreğinize sağlık sayın vekilim sesimiz oldunuz lütfen takipçisi olun bi açıklama yapsınlar biz sağlıkcıya,Positive
bilimieğitimi emperyalist batıdan alacaksak ben istemiyorum,Negative
romanydayim ask bedava usta seni kim trollemis adini ver biz hesabını sorak,Negative
hocam alandan alim yapilip bu kadar az kadro verilen bir tane daha branş lütfn duyun sesimizi,Negative
allah razı olsun devlet beyin yiğit bozkurtları,Positive
erken seçimde koalisyon olmamasi icin ağustos ayinda öğrenim özrü istiyrz,Neutral
yüzde yetmez hedef yüzde ve onların hayal bile edemeyeceğini yapmalıyız muhakkak basarmalıyız çocuklarımızı ve gençlerimizi bu yönde yönlendirerek eğitmeliyiz imkan verip önlerini açmalıyız,Positive
eğitim takviminde bugün temmuz cuma günün sözü günün atasözü günün oyunu günün önerisi,Neutral
sayın cumhurbaşkanım size nasil ulaşabilir,Neutral
seyyanen yoksa seçimde de oy yok kesin,Negative
etiyopya başkanının mustafa kemal atatürke ithafen söylediği büyük reformist ve karizmatik lider iltifatını dinlerken allaha tekrar tekrar şükrettim ne büyük bir kurucu kumandan nasip etmiş yüce türk milletine,Positive
islemedigimiz bir suçun cezasını yukluyorlar buna hangi vicdan sessiz kalır allahaşkına duybizireis,Negative
burası muğla,Neutral
sayın başkanım lütfen haksızlığa uğrayan khk mağdurların yanında psizlik ve beraat alan binlerce insan var,Negative
voleybol oynayacağın sahalarımız var,Neutral
masa başında ders çalışmak yerine işimizin başında olmak ist iyoruz sağlığa yeni bir atama şarttır,Positive
hasan tahsin ve mustafa fehmi kubilay canlarını vatanlarını seve seve feda ettiler cumhuriyet düşmanları günümüzde fazlası ile mevcut ve cüretkar,Negative
kahraman ordumuz gururumuz varolsunlar,Positive
eyt işsiz,Negative
sayın cumhur başkanım pamuk fiyatıyla ş urfa halkı olrak darmadağın olduk ama hakediyoruz bunu,Negative
allahina kurban uzun adam,Positive
babacım denizliye geldiginde bircayımizs icer misiniz kaleicinde ayakkabıcım mutlaka bek,Positive
kiliçdaroğlu chpsi,Negative
sana laf düşmez öztrak,Negative
kimin kutsal kitabi tam olarak suc isliyorsunuz kutsal kitabiniz varsa acin evinizde okuyun daha da uzatmayin,Negative
oy yok size,Negative
bugün de başkaları için utandık ve aynı zamanda suratlarına tükürmek istedik,Negative
reisss,Positive
dünyada haritalar degişiyor adamı üretigi politika ya bak senden ne olur tesçili hırsız,Negative
önce bize verilen sözleri tutun sayın bakan,Negative
abi inan hiç gerek yazıköldük biz fazla meşgul etmeyelim enkaz altında kaldık ya da kahredici üzüntü altında ayınız dolaşın eğlenin her zamanki gibi,Negative
bundan sonra oymoy yok yazık oldu oylarıma,Negative
tıpış tıpış sandığa gidip rte adlı öcüye karşı size dayattığımız elezher patentli şeriatçıya oy vereceksiniz demokrasisinde,Negative
sayın cumhurbaşkanım sayın milli savunma bakanım sayın içişleri bakanım ve değerli büyüklerim artık biz vatan evlatlarının sesini duyun yıllarca birçok şeyden mahrum kalarak ve feragat ederek vatanımıza hizmet verdik şimdi de meclisten onaylanarak çıkan özlük,Positive
